latitude,longitude,brightness,frp,bright_t31,acq_date,acq_time,satellite,confidence,daynight,NOM_DEP,NOM_PROV,NOM_MUN,HECTARES
-15.6192,-61.00322,336.48,8.09,303.86,2024-07-27,1726,N20,n,D,Santa Cruz,Velasco,San Ignacio de Velasco,4910231.16
-15.30526,-63.11524,333.34,2.11,298.41,2024-09-11,507,N,n,N,Santa Cruz,Guarayos,Urubicha,1046999.667
-14.1292,-66.0463,324.4,100.9,290.3,2024-10-21,1816,Aqua,64,D,Beni,Yacuma,Santa Ana de Yacuma,2009278.188
-17.29979,-59.51263,306.86,2.3,294.74,2024-08-03,539,N,n,N,Santa Cruz,Angel Sandoval,San Matías,2708229.504
-15.9092,-62.584,316.5,37.1,301.0,2024-08-15,1908,Aqua,63,D,Santa Cruz,Ñuflo De Chavez,San Javier,338137.628
-13.18816,-67.90929,344.11,10.24,303.27,2024-10-06,1810,N,n,D,La Paz,Abel Iturralde,Ixiamas,3745288.103
-13.19562,-64.59807,341.41,3.5,304.9,2024-09-01,1751,N20,n,D,Beni,Mamore,San Ramón,1007855.847
-16.53945,-59.24831,315.82,2.29,294.39,2024-08-02,557,N,n,N,Santa Cruz,Angel Sandoval,San Matías,2708229.504
-17.33419,-59.65701,356.6,6.8,300.16,2024-09-20,1809,N,n,D,Santa Cruz,Chiquitos,San Jose de Chiquitos,1912059.482
-16.79148,-59.56977,341.67,6.36,305.81,2024-08-21,1733,N,n,D,Santa Cruz,Velasco,San Rafael,973100.718
-15.12702,-63.61483,323.22,3.4,295.78,2024-09-02,616,N,n,N,Santa Cruz,Guarayos,Ascención de Guarayos,867384.615
-16.55892,-58.71421,350.9,8.55,318.05,2024-08-21,1733,N,n,D,Santa Cruz,Angel Sandoval,San Matías,2708229.504
-16.42614,-59.98918,341.02,2.77,302.46,2024-08-22,506,N20,n,N,Santa Cruz,Velasco,San Rafael,973100.718
-17.54761,-59.08332,321.91,3.38,297.03,2024-09-08,447,N20,n,N,Santa Cruz,Angel Sandoval,San Matías,2708229.504
-15.3691,-62.4314,318.0,9.4,296.8,2024-09-17,1342,Terra,15,D,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-15.14491,-62.88194,346.69,32.21,304.38,2024-09-05,1752,N,n,D,Santa Cruz,Guarayos,Urubicha,1046999.667
-15.39727,-63.03394,343.84,6.21,302.98,2024-10-02,1745,N,n,D,Santa Cruz,Guarayos,Urubicha,1046999.667
-14.74231,-62.74814,319.96,105.22,294.24,2024-10-07,518,N,n,N,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-16.4222,-60.1749,323.7,16.9,299.3,2024-08-05,155,Terra,100,N,Santa Cruz,Velasco,San Ignacio de Velasco,4910231.16
-17.75502,-59.60214,342.67,3.32,298.77,2024-08-31,537,N20,n,N,Santa Cruz,Chiquitos,Robore,735349.232
-15.62859,-62.02089,319.61,7.88,295.73,2024-08-29,615,N20,n,N,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-16.0586,-62.8533,313.4,17.8,296.8,2024-09-08,146,Terra,87,N,Santa Cruz,Guarayos,Ascención de Guarayos,867384.615
-14.582,-65.3531,343.9,55.9,293.3,2024-09-06,204,Terra,100,N,Beni,Moxos,San Ignacio,2001132.642
-17.63338,-61.53718,346.04,41.67,306.45,2024-02-07,1757,N20,n,D,Santa Cruz,Chiquitos,Pailón,1372611.082
-14.18419,-65.14276,367.0,10.32,306.93,2024-10-01,1804,N,h,D,Beni,Moxos,San Ignacio,2001132.642
-15.3898,-62.51423,311.27,1.61,294.01,2024-09-06,524,N20,n,N,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-16.3721,-59.6864,318.4,12.8,297.0,2024-09-12,609,Aqua,97,N,Santa Cruz,Velasco,San Ignacio de Velasco,4910231.16
-16.3898,-59.86377,338.13,5.44,307.96,2024-08-15,1809,N20,n,D,Santa Cruz,Velasco,San Ignacio de Velasco,4910231.16
-15.73831,-61.27507,316.11,1.74,295.39,2024-08-30,532,N,n,N,Santa Cruz,Velasco,San Ignacio de Velasco,4910231.16
-17.03977,-59.55462,330.65,5.21,299.77,2024-09-04,1653,N20,n,D,Santa Cruz,Chiquitos,San Jose de Chiquitos,1912059.482
-15.56675,-61.20804,343.93,19.11,307.98,2024-08-21,1733,N,n,D,Santa Cruz,Velasco,San Ignacio de Velasco,4910231.16
-18.49274,-59.14021,322.86,1.84,297.83,2024-08-06,507,N20,n,N,Santa Cruz,Chiquitos,Robore,735349.232
-17.76256,-58.17636,307.71,2.71,295.92,2024-09-07,506,N20,n,N,Santa Cruz,Angel Sandoval,San Matías,2708229.504
-16.04404,-63.04288,330.75,5.53,300.41,2024-09-01,1750,N20,n,D,Santa Cruz,Guarayos,Ascención de Guarayos,867384.615
-18.61491,-62.79335,340.59,16.24,297.56,2024-03-02,526,N,n,N,Santa Cruz,Cordillera,Charagua,7136018.854
-15.7491,-62.1257,332.4,80.6,301.4,2024-08-28,1805,Aqua,72,D,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-16.05791,-64.31351,325.32,2.35,298.72,2024-10-13,530,N20,n,N,Santa Cruz,Sara,Santa Rosa del Sara,411372.581
-14.8492,-62.2871,310.2,12.0,296.1,2024-09-24,601,Aqua,17,N,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-15.83527,-61.97822,352.56,14.26,293.01,2024-08-19,1834,N20,n,D,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-15.20479,-61.78475,308.12,3.48,296.67,2024-09-25,544,N,n,N,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-15.41843,-62.13394,336.11,4.73,297.0,2024-09-06,524,N20,n,N,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-13.55874,-64.08617,321.1,8.68,293.97,2024-08-07,603,N,n,N,Beni,Itenez,Huacaraje,446422.634
-15.19212,-62.76634,332.17,11.62,289.34,2024-09-01,518,N20,n,N,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-17.49744,-58.47011,331.43,3.44,302.77,2024-09-11,1802,N20,l,D,Santa Cruz,Angel Sandoval,San Matías,2708229.504
-13.51967,-63.31051,352.14,5.56,315.83,2024-08-21,1757,N20,n,D,Beni,Itenez,Baures,1761607.494
-15.80662,-64.15907,334.57,13.37,304.09,2024-10-06,1809,N,n,D,Beni,Marban,San Andrés,935478.015
-14.0619,-65.274,326.0,32.9,283.5,2024-09-30,1413,Terra,21,D,Beni,Yacuma,Santa Ana de Yacuma,2009278.188
-15.40721,-67.19864,347.82,22.45,305.26,2024-10-23,1815,N20,n,D,La Paz,Sur Yungas,Palos Blancos,360458.365
-16.36,-59.7409,326.5,76.7,304.0,2024-08-30,1748,Aqua,54,D,Santa Cruz,Velasco,San Ignacio de Velasco,4910231.16
-15.58348,-63.37933,300.82,1.78,287.8,2024-09-28,447,N,n,N,Santa Cruz,Guarayos,Ascención de Guarayos,867384.615
-17.67694,-59.79252,326.27,3.78,298.3,2024-09-07,442,N,n,N,Santa Cruz,Chiquitos,San Jose de Chiquitos,1912059.482
-16.55502,-61.56629,337.37,2.34,300.61,2024-09-05,1751,N,n,D,Santa Cruz,Velasco,San Miguel de Velasco,954415.805
-15.31432,-62.66442,309.33,2.2,296.2,2024-09-04,538,N,n,N,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-16.22614,-61.79415,346.77,12.35,297.43,2024-07-25,531,N20,n,N,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-14.3176,-62.8154,310.2,10.2,292.4,2024-10-04,610,Aqua,59,N,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-14.59808,-65.17968,341.61,24.51,303.11,2024-10-01,1804,N,n,D,Beni,Moxos,San Ignacio,2001132.642
-15.74825,-62.18421,311.75,1.99,295.14,2024-08-30,532,N,n,N,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-16.25262,-63.11331,337.23,8.2,299.83,2024-09-09,1700,N20,n,D,Santa Cruz,Guarayos,El Puente,674484.183
-15.58141,-61.67548,312.22,1.48,294.99,2024-09-24,446,N20,n,N,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-14.99849,-63.24651,308.89,0.98,289.5,2024-09-17,454,N,n,N,Santa Cruz,Guarayos,Urubicha,1046999.667
-14.58832,-68.46086,331.89,109.45,298.35,2024-10-02,1809,N20,n,D,La Paz,Franz Tamayo,Apolo,1396952.172
-15.25161,-61.09464,300.77,1.69,286.49,2024-08-27,448,N,n,N,Santa Cruz,Velasco,San Ignacio de Velasco,4910231.16
-15.95356,-62.20651,308.2,1.54,291.43,2024-09-05,543,N20,n,N,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-16.50971,-61.62322,322.64,2.85,296.53,2024-09-09,545,N,n,N,Santa Cruz,Velasco,San Miguel de Velasco,954415.805
-16.48369,-59.67269,344.7,16.67,305.97,2024-08-14,1804,N,n,D,Santa Cruz,Velasco,San Rafael,973100.718
-16.4535,-62.10554,341.43,31.48,311.82,2024-07-27,1725,N20,n,D,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-17.763,-58.21357,335.53,4.02,303.23,2024-09-10,526,N,n,N,Santa Cruz,Angel Sandoval,San Matías,2708229.504
-14.88327,-60.74683,355.23,21.44,295.41,2024-09-03,1649,N,n,D,Santa Cruz,Velasco,San Ignacio de Velasco,4910231.16
-12.11422,-64.87485,345.33,6.08,302.25,2024-08-22,1739,N20,n,D,Beni,Mamore,San Joaquín,869243.103
-17.68758,-58.43807,305.76,2.8,290.41,2024-08-18,417,N,n,N,Santa Cruz,Angel Sandoval,San Matías,2708229.504
-15.7955,-62.4712,318.5,12.1,300.9,2024-09-23,158,Terra,96,N,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-13.2004,-66.5324,318.3,75.7,288.5,2024-10-23,1936,Aqua,70,D,Beni,General Jose Ballivi,Santa Rosa,1210566.888
-16.58888,-60.2664,334.95,5.54,305.28,2024-09-03,1712,N20,l,D,Santa Cruz,Velasco,San Rafael,973100.718
-16.89137,-59.63033,305.21,2.42,292.65,2024-09-09,608,N20,n,N,Santa Cruz,Velasco,San Rafael,973100.718
-17.8339,-59.3578,331.9,22.1,300.2,2024-09-12,1820,Aqua,82,D,Santa Cruz,Angel Sandoval,San Matías,2708229.504
-16.98239,-59.85882,317.23,4.83,278.48,2024-09-23,442,N,n,N,Santa Cruz,Velasco,San Rafael,973100.718
-16.47838,-62.38758,309.06,2.4,294.34,2024-08-03,538,N,n,N,Santa Cruz,Ñuflo De Chavez,San Javier,338137.628
-15.78972,-63.56001,335.77,13.47,301.42,2024-09-05,1752,N,n,D,Beni,Marban,San Andrés,935478.015
-18.606,-57.84937,322.96,2.21,281.31,2024-10-09,441,N,n,N,Santa Cruz,German Busch,Puerto Suarez,1298155.148
-15.04402,-61.55035,320.93,2.93,293.17,2024-08-29,551,N,n,N,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-15.30445,-61.68698,317.26,1.8,296.45,2024-09-22,500,N,n,N,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-16.69886,-59.54235,333.89,4.88,302.31,2024-08-16,1750,N20,n,D,Santa Cruz,Velasco,San Rafael,973100.718
-17.63904,-59.17845,329.45,2.07,297.19,2024-08-16,519,N20,n,N,Santa Cruz,Angel Sandoval,San Matías,2708229.504
-18.38769,-59.05998,336.46,1.94,292.51,2024-05-13,502,N20,n,N,Santa Cruz,German Busch,Carmen Rivero Torrez,1101079.142
-15.6441,-61.34616,335.11,3.53,305.02,2024-08-16,1727,N,n,D,Santa Cruz,Velasco,San Ignacio de Velasco,4910231.16
-17.3285,-58.80283,304.86,1.78,287.58,2024-08-30,416,N20,n,N,Santa Cruz,Angel Sandoval,San Matías,2708229.504
-13.46672,-63.38485,346.98,5.28,298.61,2024-10-03,517,N20,n,N,Beni,Itenez,Baures,1761607.494
-14.53154,-64.00608,318.12,2.78,294.38,2024-10-07,518,N,n,N,Beni,Cercado,San Javier,817332.335
-16.80908,-59.50755,316.18,2.55,294.22,2024-08-07,447,N20,n,N,Santa Cruz,Angel Sandoval,San Matías,2708229.504
-17.472,-58.8865,332.5,82.6,302.1,2024-09-10,627,Aqua,100,N,Santa Cruz,Angel Sandoval,San Matías,2708229.504
-16.56484,-59.42886,310.13,1.82,294.68,2024-07-28,435,N20,n,N,Santa Cruz,Angel Sandoval,San Matías,2708229.504
-12.67896,-63.16211,346.48,11.94,287.3,2024-09-20,601,N20,n,N,Beni,Itenez,Magdalena,1363449.184
-15.50561,-60.84794,349.51,22.69,313.77,2024-08-14,1804,N,n,D,Santa Cruz,Velasco,San Ignacio de Velasco,4910231.16
-15.24875,-62.09689,334.86,12.29,304.95,2024-09-21,1751,N,l,D,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-16.46369,-59.62089,307.99,0.79,291.83,2024-08-15,513,N,n,N,Santa Cruz,Velasco,San Rafael,973100.718
-15.16673,-65.15369,343.49,22.15,307.97,2024-09-23,1737,N20,n,D,Beni,Moxos,San Ignacio,2001132.642
-12.7513,-66.9299,329.2,16.5,302.3,2024-10-02,1354,Terra,49,D,Beni,General Jose Ballivi,Reyes,1264166.592
-11.93402,-66.03384,309.63,1.04,295.68,2024-10-02,535,N20,n,N,Beni,Vaca Diez,Riberalta,972562.88
-15.27384,-63.73034,307.43,2.75,289.49,2024-09-06,500,N,n,N,Santa Cruz,Guarayos,Ascención de Guarayos,867384.615
-13.02634,-64.08504,343.08,11.18,306.95,2024-07-31,1727,N,n,D,Beni,Itenez,Magdalena,1363449.184
-17.02598,-59.04461,348.44,22.75,307.69,2024-07-20,1732,N,n,D,Santa Cruz,Angel Sandoval,San Matías,2708229.504
-17.68963,-60.36145,367.0,18.47,292.28,2024-06-16,603,N20,h,N,Santa Cruz,Chiquitos,San Jose de Chiquitos,1912059.482
-15.60548,-60.74543,356.01,50.12,304.67,2024-08-17,1708,N,n,D,Santa Cruz,Velasco,San Ignacio de Velasco,4910231.16
-18.04071,-59.61658,304.34,0.73,292.05,2024-06-13,454,N,n,N,Santa Cruz,Chiquitos,Robore,735349.232
-12.33391,-65.68499,339.03,41.35,310.18,2024-08-15,1811,N20,l,D,Beni,Yacuma,Exaltacion,2497316.752
-11.94,-66.22636,334.6,6.17,295.01,2024-08-13,1848,N20,n,D,Beni,Vaca Diez,Riberalta,972562.88
-15.0913,-61.9427,317.3,40.9,293.9,2024-10-02,127,Terra,90,N,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-12.73734,-64.3027,332.71,4.22,306.06,2024-08-16,1728,N,l,D,Beni,Mamore,San Ramón,1007855.847
-10.5561,-67.5919,354.7,73.6,284.8,2024-11-01,1903,Aqua,97,D,Pando,Nicolas Suarez,Bella Flor,579347.082
-17.81142,-59.05714,311.71,3.36,294.62,2024-08-29,411,N,n,N,Santa Cruz,Angel Sandoval,San Matías,2708229.504
-14.6047,-65.36115,342.96,8.83,300.41,2024-09-05,1752,N,n,D,Beni,Moxos,San Ignacio,2001132.642
-15.36149,-62.88058,337.37,16.17,291.56,2024-08-26,507,N,n,N,Santa Cruz,Guarayos,Urubicha,1046999.667
-12.4864,-64.3677,319.8,8.1,303.2,2024-08-02,1834,Aqua,30,D,Beni,Mamore,San Joaquín,869243.103
-15.03295,-62.00142,327.01,5.0,289.93,2024-09-30,550,N,n,N,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-17.57296,-58.24752,304.92,2.61,294.11,2024-08-29,411,N,n,N,Santa Cruz,Angel Sandoval,San Matías,2708229.504
-13.43864,-64.14227,367.0,25.2,317.04,2024-08-12,1726,N20,h,D,Beni,Itenez,Magdalena,1363449.184
-15.3947,-62.5674,326.9,67.6,299.2,2024-08-28,1805,Aqua,38,D,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-15.34861,-63.17302,343.73,9.47,301.5,2024-09-01,1750,N20,n,D,Santa Cruz,Guarayos,Urubicha,1046999.667
-15.17621,-64.23385,301.66,1.08,291.45,2024-08-18,621,N20,n,N,Beni,Marban,San Andrés,935478.015
-12.8024,-67.3168,404.4,560.8,301.2,2024-09-01,656,Aqua,100,N,La Paz,Abel Iturralde,Ixiamas,3745288.103
-15.44693,-63.67676,311.29,1.7,296.55,2024-09-11,530,N20,n,N,Santa Cruz,Guarayos,Ascención de Guarayos,867384.615
-16.7318,-59.7594,315.2,12.8,299.7,2024-06-06,1324,Terra,69,D,Santa Cruz,Velasco,San Rafael,973100.718
-18.86527,-63.35285,338.19,2.94,307.53,2024-11-04,1749,N20,n,D,Santa Cruz,Cordillera,Charagua,7136018.854
-16.17305,-61.80529,302.9,1.21,291.69,2024-09-04,602,N20,n,N,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-14.81353,-63.95589,332.34,4.94,302.23,2024-10-02,1809,N20,n,D,Beni,Cercado,Trinidad,253852.066
-16.19145,-64.37025,305.08,0.53,286.77,2024-07-19,544,N20,n,N,Santa Cruz,Ichilo,Yapacaní,951411.755
-15.95628,-61.87954,314.72,10.27,292.02,2024-07-20,525,N20,n,N,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-16.53496,-58.83192,316.65,1.48,290.67,2024-07-31,519,N20,n,N,Santa Cruz,Angel Sandoval,San Matías,2708229.504
-18.55641,-58.2897,332.05,3.29,289.39,2024-06-29,519,N20,n,N,Santa Cruz,German Busch,Carmen Rivero Torrez,1101079.142
-16.93457,-58.86115,351.6,32.95,313.22,2024-07-31,1750,N20,n,D,Santa Cruz,Angel Sandoval,San Matías,2708229.504
-15.48759,-65.41081,315.11,6.59,295.18,2024-10-06,602,N20,n,N,Beni,Moxos,San Ignacio,2001132.642
-14.38417,-61.667,315.69,1.25,296.62,2024-10-02,512,N,n,N,Santa Cruz,Velasco,San Ignacio de Velasco,4910231.16
-17.29985,-59.08029,331.97,8.05,286.33,2024-08-13,1642,N,n,D,Santa Cruz,Angel Sandoval,San Matías,2708229.504
-15.17395,-62.69061,351.0,169.24,307.03,2024-09-05,1752,N,n,D,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-15.14826,-61.76294,329.13,2.42,295.29,2024-09-18,459,N20,n,N,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-14.06322,-64.49506,348.58,17.76,310.41,2024-09-21,1752,N,n,D,Beni,Mamore,San Ramón,1007855.847
-15.55286,-60.36422,305.84,1.51,289.07,2024-01-30,435,N20,n,N,Santa Cruz,Velasco,San Ignacio de Velasco,4910231.16
-13.64598,-64.90047,355.82,39.78,294.28,2024-08-05,1758,N20,l,D,Beni,Mamore,San Ramón,1007855.847
-14.68003,-62.15766,328.53,21.03,283.19,2024-10-04,434,N,n,N,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-15.05994,-61.5995,307.62,1.73,288.26,2024-08-27,448,N,n,N,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-17.48204,-59.11035,331.6,12.72,305.2,2024-08-27,1720,N,l,D,Santa Cruz,Angel Sandoval,San Matías,2708229.504
-15.64697,-62.68586,320.49,2.52,292.78,2024-09-06,501,N,n,N,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-16.1621,-64.60517,347.8,9.62,306.26,2024-10-06,537,N,n,N,Santa Cruz,Ichilo,Yapacaní,951411.755
-15.89648,-61.15459,346.19,3.91,300.65,2024-09-11,530,N20,n,N,Santa Cruz,Velasco,San Ignacio de Velasco,4910231.16
-13.72605,-65.06966,333.18,3.42,304.23,2024-06-06,1758,N,n,D,Beni,Mamore,San Joaquín,869243.103
-14.81662,-62.29548,334.85,8.16,297.42,2024-09-22,523,N20,n,N,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-19.18607,-64.17993,314.68,0.81,284.3,2024-10-24,525,N20,n,N,Chuquisaca,Belisario Boeto,Villa Serrano,171318.003
-18.42008,-58.85577,306.88,1.48,295.06,2024-06-12,538,N20,n,N,Santa Cruz,German Busch,Carmen Rivero Torrez,1101079.142
-14.88227,-62.26506,324.74,4.76,290.76,2024-09-21,542,N20,n,N,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-17.76555,-57.98388,332.69,9.67,298.89,2024-08-26,1738,N,n,D,Santa Cruz,Angel Sandoval,San Matías,2708229.504
-16.79503,-58.56131,318.27,2.12,293.12,2024-08-02,441,N20,n,N,Santa Cruz,Angel Sandoval,San Matías,2708229.504
-16.12466,-64.59213,351.08,15.22,310.36,2024-10-02,1808,N20,n,D,Santa Cruz,Ichilo,Yapacaní,951411.755
-15.39393,-63.05515,314.61,1.63,297.13,2024-09-12,511,N20,n,N,Santa Cruz,Guarayos,Urubicha,1046999.667
-16.9457,-59.5369,307.12,3.19,293.91,2024-09-01,455,N,n,N,Santa Cruz,Velasco,San Rafael,973100.718
-14.83627,-63.03137,330.82,3.37,294.11,2024-09-26,1821,N20,n,D,Santa Cruz,Guarayos,Urubicha,1046999.667
-13.35097,-64.71689,345.51,33.68,310.94,2024-07-18,1835,N20,n,D,Beni,Mamore,San Ramón,1007855.847
-18.59047,-58.65764,336.5,13.63,292.41,2024-06-06,411,N20,n,N,Santa Cruz,German Busch,Carmen Rivero Torrez,1101079.142
-12.32978,-65.1917,367.0,14.6,292.4,2024-08-06,1715,N,h,D,Beni,Yacuma,Exaltacion,2497316.752
-14.72653,-63.49424,355.95,9.33,306.69,2024-10-03,1750,N20,n,D,Santa Cruz,Guarayos,Urubicha,1046999.667
-12.25651,-67.84483,330.52,2.76,301.7,2024-10-02,1810,N20,l,D,La Paz,Abel Iturralde,Ixiamas,3745288.103
-18.38588,-59.54729,346.49,8.5,301.69,2024-10-08,1731,N,n,D,Santa Cruz,Chiquitos,Robore,735349.232
-14.79379,-62.34731,350.35,139.78,293.33,2024-10-08,1756,N20,n,D,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-17.78203,-62.07785,328.71,3.06,295.06,2024-01-07,558,N,n,N,Santa Cruz,Chiquitos,Pailón,1372611.082
-15.16082,-64.06772,305.21,1.69,286.28,2024-06-19,441,N,n,N,Beni,Marban,San Andrés,935478.015
-15.48763,-62.96226,330.37,5.38,299.99,2024-09-10,1821,N20,n,D,Santa Cruz,Guarayos,Urubicha,1046999.667
-17.26299,-64.75198,354.45,9.69,297.8,2024-08-21,1733,N,n,D,Cochabamba,Carrasco,Puerto Villarroel,224074.541
-18.40716,-62.43341,328.97,4.25,272.14,2024-12-20,1826,N20,n,D,Santa Cruz,Cordillera,Charagua,7136018.854
-15.71926,-62.61308,330.14,4.02,296.6,2024-08-30,1828,N20,n,D,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-14.43874,-64.45355,367.0,23.33,308.24,2024-09-12,511,N20,h,N,Beni,Cercado,San Javier,817332.335
-17.72055,-59.27014,367.0,15.39,306.11,2024-08-27,1743,N20,h,D,Santa Cruz,Angel Sandoval,San Matías,2708229.504
-15.59979,-63.7122,340.78,4.48,304.21,2024-08-29,1823,N,n,D,Beni,Marban,San Andrés,935478.015
-17.96168,-59.24828,305.18,1.98,286.55,2024-10-03,518,N20,n,N,Santa Cruz,Angel Sandoval,San Matías,2708229.504
-16.78806,-59.10814,307.08,1.17,292.6,2024-08-05,525,N20,n,N,Santa Cruz,Angel Sandoval,San Matías,2708229.504
-15.80179,-60.7995,308.88,0.92,291.76,2024-07-26,512,N20,n,N,Santa Cruz,Velasco,San Ignacio de Velasco,4910231.16
-15.26789,-61.78101,345.89,12.4,301.9,2024-09-28,1743,N20,n,D,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-20.77597,-64.23357,344.34,6.37,296.53,2024-10-21,1711,N20,n,D,Chuquisaca,Sur Cinti,Culpina,390984.37
-15.58831,-61.27932,333.81,10.1,305.36,2024-08-20,1752,N,n,D,Santa Cruz,Velasco,San Ignacio de Velasco,4910231.16
-16.57552,-61.63985,311.82,1.02,295.25,2024-09-10,526,N,n,N,Santa Cruz,Velasco,San Miguel de Velasco,954415.805
-17.74956,-59.55508,307.12,1.69,294.68,2024-08-01,500,N20,n,N,Santa Cruz,Chiquitos,Robore,735349.232
-16.58898,-59.6034,314.83,1.47,294.9,2024-08-31,513,N,n,N,Santa Cruz,Velasco,San Rafael,973100.718
-16.26163,-64.84251,318.21,3.83,297.71,2024-10-07,519,N,n,N,Cochabamba,Carrasco,Chimore,273975.4
-13.07661,-62.99878,332.48,4.05,299.99,2024-10-06,1810,N,n,D,Beni,Itenez,Baures,1761607.494
-15.10667,-63.07796,331.12,3.63,296.55,2024-09-02,459,N20,n,N,Santa Cruz,Guarayos,Urubicha,1046999.667
-15.70495,-61.82198,305.91,1.1,292.77,2024-08-18,557,N,n,N,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-10.87354,-65.49067,333.44,4.74,302.16,2024-07-29,1830,N20,n,D,Beni,Vaca Diez,Guayaramerín,650218.903
-15.69027,-61.09237,320.4,1.77,293.12,2024-08-06,442,N,n,N,Santa Cruz,Velasco,San Ignacio de Velasco,4910231.16
-16.35682,-59.09012,351.35,10.24,303.46,2024-08-21,525,N20,n,N,Santa Cruz,Angel Sandoval,San Matías,2708229.504
-18.12273,-58.37153,308.97,1.14,283.46,2024-10-07,543,N20,n,N,Santa Cruz,German Busch,Carmen Rivero Torrez,1101079.142
-16.42436,-61.89013,327.14,4.15,289.98,2024-06-05,610,N20,n,N,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-15.80596,-63.48191,303.96,5.0,290.24,2024-09-06,501,N,n,N,Beni,Marban,San Andrés,935478.015
-17.31418,-58.95841,357.28,38.1,316.74,2024-08-31,1745,N,n,D,Santa Cruz,Angel Sandoval,San Matías,2708229.504
-18.48089,-57.70021,345.32,10.49,303.15,2024-09-06,1756,N20,n,D,Santa Cruz,German Busch,Puerto Quijarro,145026.251
-16.07555,-62.14751,309.06,1.06,293.01,2024-08-02,557,N,n,N,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-14.64336,-63.8006,314.87,3.76,295.29,2024-10-02,512,N,n,N,Santa Cruz,Guarayos,Ascención de Guarayos,867384.615
-13.55699,-64.14574,337.24,6.18,301.68,2024-09-23,1714,N,n,D,Beni,Itenez,Huacaraje,446422.634
-17.2351,-59.4642,319.2,56.5,295.8,2024-07-29,1259,Terra,67,D,Santa Cruz,Angel Sandoval,San Matías,2708229.504
-15.37718,-63.35223,332.09,2.69,301.39,2024-09-04,1811,N,n,D,Santa Cruz,Guarayos,Ascención de Guarayos,867384.615
-14.80694,-62.30778,336.09,5.82,299.11,2024-09-24,1718,N20,n,D,Santa Cruz,Ñuflo De Chavez,Concepción,3510852.308
-12.14519,-66.46325,335.87,5.11,300.03,2024-10-17,1804,N,n,D,Beni,General Jose Ballivi,Santa Rosa,1210566.888
-15.64069,-65.7334,333.78,4.09,291.32,2024-01-09,1842,N20,n,D,Beni,Moxos,San Ignacio,2001132.642
-16.7004,-58.95077,319.94,1.74,295.54,2024-08-05,501,N,n,N,Santa Cruz,Angel Sandoval,San Matías,2708229.504
-15.86768,-61.07102,349.41,4.93,295.69,2024-08-31,537,N20,n,N,Santa Cruz,Velasco,San Ignacio de Velasco,4910231.16
-15.38082,-63.96183,303.56,1.09,281.23,2024-09-05,519,N,n,N,Beni,Marban,San Andrés,935478.015
-12.77086,-63.05621,307.97,2.89,296.78,2024-10-03,517,N20,n,N,Beni,Itenez,Magdalena,1363449.184
-11.96711,-65.44321,310.44,1.16,290.5,2024-08-25,525,N,n,N,Beni,Vaca Diez,Guayaramerín,650218.903
-13.12736,-65.58371,336.57,8.13,301.96,2024-08-04,543,N20,n,N,Beni,Yacuma,Exaltacion,2497316.752
